dni,tipo_domicilio,fecha_nacimiento,nombre,apellido,localidad,departamento,provincia,numero,piso,codigo_postal,calle,edad,cuil,inicio_actividad,estado_civil,sexo,barrio,legajo
98160647,Laboral,1974-05-12,Alejandro,Páez,Navarra,La Coruña,Melilla,6187,1A,8262,Cañada Herberto Guerrero,23,22250641107,2019-01-11,Soltero,M,Norte,3009893
55220675,Personal,1968-11-19,Marisol,Murillo,Asturias,Huesca,Lleida,4187,4D,3243,Acceso de Fortunata Ángel,22,21811732981,2020-11-02,Divorciado,M,Barrio 1,1211316
15994280,Laboral,1959-11-28,Aránzazu,Villaverde,Lugo,Córdoba,Guadalajara,3159,,9033,Paseo Amparo Guerrero,50,20619810210,2005-11-20,Casado,F,Sur,545319
27508398,Laboral,1984-06-15,Adán,Mosquera,Asturias,Castellón,Salamanca,8520,,4611,Cañada de Leopoldo Campillo,23,28477459651,2010-04-03,Soltero,F,Centro,7699428
89196542,Otro,1990-08-02,Geraldo,Casado,Segovia,Castellón,Toledo,4458,,5720,Plaza Lucho Mesa,45,22379837158,1995-01-09,Divorciado,F,Norte,8315614
83184098,Laboral,1965-05-19,Flavio,Ballester,Badajoz,Cádiz,Badajoz,3560,1A,1801,Calle de Gonzalo Mayoral,24,21144457582,1997-05-09,Soltero,F,Norte,3326273
96003146,Otro,2000-12-14,Ariadna,Bermúdez,Córdoba,Valencia,La Rioja,2331,2B,6136,Rambla Alondra Bertrán,29,23817701167,1997-08-25,Casado,M,Este,2841609
20174416,Otro,1985-07-29,Jacinta,Ricart,Palencia,Tarragona,León,1270,4D,7643,Pasaje de Máximo Pedro,57,21155604720,1997-04-12,Viudo,M,Sur,4883554
95630861,Otro,1995-11-11,Jose Ignacio,Herranz,Lleida,Zaragoza,Ceuta,7068,2B,7152,Rambla de Flavio Linares,51,20549130204,2021-02-11,Casado,F,Barrio 1,2714283
82401719,Otro,1971-01-24,José Antonio,Benet,Alicante,Ciudad,La Rioja,6740,,1923,Vial Mayte Cabanillas,53,23667833150,2009-04-17,Casado,F,Barrio 1,6057926
99019103,Personal,1962-09-13,Juan Carlos,Tejedor,Cáceres,Girona,Barcelona,3274,4D,7303,Pasaje Lucía Palomino,48,26879575105,1998-12-19,Viudo,F,Norte,9226170
85671915,Laboral,1985-10-07,Efraín,Beltrán,Tarragona,Asturias,Álava,9378,3C,9477,Cuesta Mamen Mateos,40,20066297216,2008-05-22,Casado,F,Sur,2417993
73052219,Personal,1981-01-24,Mario,Font,Huelva,Tarragona,Ciudad,1325,1A,8651,Cuesta de Maximino Perelló,46,25021183715,2017-12-15,Soltero,M,Sur,6505404
83002812,Laboral,1995-03-29,Graciana,Quintanilla,Guipúzcoa,Cádiz,Santa Cruz de Tenerife,3954,1A,5455,Avenida Paloma Pera,48,29204175348,2009-03-22,Soltero,F,Sur,987266
13665301,Laboral,1966-10-26,Leonel,Anguita,Huelva,Guipúzcoa,Navarra,5282,1A,6530,Calle Cristian Valbuena,47,25509479023,2016-02-19,Casado,M,Este,3602559
79913558,Otro,1983-06-29,Paulino,Neira,Álava,Zamora,Badajoz,7185,3C,1922,Rambla de Fabiana Marquez,31,29988547390,1997-12-01,Casado,F,Norte,8038587
40350268,Otro,1964-03-25,Lupita,Toledo,Guipúzcoa,Segovia,Tarragona,6589,2B,9317,Cuesta Jeremías Salcedo,31,25954414891,2011-02-16,Divorciado,M,Sur,9549723
10216389,Otro,1966-03-02,Georgina,Bolaños,Sevilla,Madrid,Vizcaya,1946,1A,4054,Ronda Evelia Jódar,31,22477452514,2023-08-08,Viudo,F,Centro,1598959
57517511,Otro,1965-12-22,Eligio,Morillo,Valencia,Zamora,Las Palmas,8,3C,1411,Camino Carmelita Lloret,24,28377294707,2017-01-20,Divorciado,M,Oeste,2457320
32339083,Personal,1996-06-10,René,Sastre,Asturias,Badajoz,Girona,3449,3C,6085,C. Adelia Querol,33,29608774966,2021-06-02,Casado,F,Sur,9868775
83494717,Otro,1968-07-15,Inmaculada,Padilla,Las Palmas,Vizcaya,La Coruña,2064,,4185,Urbanización de Darío León,57,23966249511,2012-10-04,Divorciado,M,Barrio 1,1767235
57197219,Laboral,1988-08-07,Óscar,Ferrando,Toledo,La Coruña,Cáceres,3930,,7295,Calle de Lorenza Gil,26,20494447470,2014-11-08,Casado,F,Barrio 2,8224589
65988583,Laboral,1995-01-04,Bernardino,Luna,Tarragona,Álava,Burgos,516,3C,5282,Paseo Nazaret Solera,25,22233572407,1996-06-18,Viudo,M,Barrio 3,8958707
17721648,Laboral,1959-09-26,Eloísa,Mármol,Valencia,Valencia,Jaén,7385,3C,9894,Paseo Violeta Amaya,33,26655156338,2011-12-22,Divorciado,F,Centro,1627432
31878610,Laboral,1964-12-27,Lino,Jordán,Las Palmas,Lugo,Palencia,8590,4D,4682,Camino Priscila Ramirez,50,26552544657,2020-12-02,Divorciado,M,Barrio 1,3522727
80139689,Otro,1986-06-15,Juliana,Agustín,Vizcaya,La Rioja,Pontevedra,4673,2B,6004,Glorieta de Fermín Niño,25,28646249706,2011-10-15,Soltero,M,Oeste,7518268
18507547,Otro,1979-06-09,Bruno,Múñiz,Tarragona,Soria,Sevilla,3563,1A,2860,Alameda de Juan Sanchez,22,29810093276,2019-05-05,Divorciado,F,Este,9271175
82499498,Personal,1983-10-07,Juanita,Torrents,Jaén,León,Cuenca,2424,,5536,Plaza de Reyes Sandoval,62,22111815310,2009-12-06,Casado,F,Centro,8006064
26194460,Laboral,1985-08-23,Adrián,Dueñas,Madrid,Huelva,Albacete,4950,3C,7323,Vial Mónica Riquelme,48,24372283836,2023-06-19,Divorciado,F,Oeste,3669093
58490571,Personal,1967-04-28,María Ángeles,Barberá,Vizcaya,Castellón,León,2001,,1267,Cuesta Benita Juan,62,22628516670,2012-11-19,Soltero,M,Centro,1581734
12064756,Otro,1993-10-22,Leandra,Vilar,León,Teruel,Cantabria,4460,,4053,Pasaje de Alfonso Viñas,45,24119363190,2022-08-28,Divorciado,M,Norte,4577260
10482793,Otro,1981-04-18,Jose Manuel,Bayón,La Coruña,Granada,Melilla,249,2B,5767,Ronda de Ariel Blazquez,36,23286163285,2012-11-18,Viudo,M,Barrio 1,3992494
13105145,Otro,2001-02-07,Iris,Tomé,Pontevedra,Córdoba,Almería,1258,2B,3478,Callejón Jose Mesa,52,27641527287,2022-07-29,Soltero,M,Sur,8371002
62194491,Otro,1967-08-28,Tomás,Parra,Alicante,Jaén,Palencia,2105,4D,1025,Cuesta de Angelina Quero,41,23147852304,2012-12-27,Soltero,M,Este,8076142
26737228,Laboral,1977-01-20,Odalis,Mateo,Navarra,Salamanca,Ceuta,1147,1A,3937,Cañada Octavia Pomares,40,24443639938,2004-04-10,Divorciado,M,Este,8126632
69461814,Otro,1984-02-27,Macario,Alvarez,Soria,Cuenca,Madrid,8926,4D,1713,Callejón Aitana Andrade,61,22269432776,1997-02-14,Casado,F,Este,6319726
93845164,Otro,1975-06-28,Marisol,Quero,Cáceres,Valencia,Valladolid,9965,1A,5553,Glorieta de Joaquín Roldán,53,25591551157,2005-05-13,Soltero,F,Oeste,2725696
70457574,Personal,1984-08-11,Nilo,Machado,Cáceres,Córdoba,Zaragoza,939,1A,4968,Avenida Lisandro Vilanova,55,26950283559,2014-10-08,Casado,M,Barrio 2,2377717
62968528,Personal,1989-02-03,Maxi,Vicente,Ceuta,Salamanca,Cuenca,8984,2B,4752,Urbanización Ariel Gonzalo,30,23767858017,2002-03-23,Casado,M,Barrio 1,1718963
82560874,Personal,1976-05-31,Sabina,Garcia,Madrid,Almería,Huelva,9326,4D,6297,C. de Quirino Vives,32,26614994891,2007-05-30,Divorciado,F,Sur,8216572
51032792,Personal,1973-03-01,Venceslás,Jódar,Guipúzcoa,Segovia,Ávila,7481,,5399,Cuesta de Ciro Murillo,50,27022127769,2017-12-03,Divorciado,F,Sur,308144
82437781,Laboral,1998-06-24,Iker,Mir,Huesca,Soria,Tarragona,8973,,2877,Alameda Ale Sobrino,59,26440073937,2001-08-21,Casado,F,Oeste,1082881
69835624,Otro,1981-06-29,Rosalina,Buendía,Valencia,Toledo,Granada,5914,,4645,Camino de Blas Bellido,41,28966104564,1997-05-15,Casado,F,Este,2562027
10243246,Otro,1984-02-07,Nicolás,Agustín,Pontevedra,Guadalajara,Ceuta,6428,4D,3671,Acceso de Benigno Velasco,51,26426698948,2015-03-30,Viudo,M,Barrio 3,8481530
25634052,Otro,1999-01-31,Ruperto,Cabello,La Rioja,Tarragona,Murcia,4692,1A,4418,Rambla Ruperta Casado,38,26840132488,2021-06-01,Casado,F,Norte,702720
78806968,Personal,1974-04-06,Paula,Giralt,Zaragoza,Salamanca,Melilla,6426,,4748,Via Leocadio Beltrán,37,21064423291,2020-06-04,Soltero,M,Sur,4326891
78693125,Otro,1984-10-27,Teresita,Azcona,Navarra,Álava,Baleares,6447,1A,9890,Paseo Armida Guijarro,58,24704638324,2012-10-04,Divorciado,F,Barrio 2,9558702
67873560,Otro,1963-03-30,Leonel,Soler,Toledo,Palencia,Lugo,8381,,2868,C. de Nerea Luján,60,24740920084,2008-04-25,Divorciado,F,Barrio 3,945966
84429964,Laboral,1986-10-21,Abraham,Villena,Cantabria,Albacete,Huesca,5443,,5386,Alameda Hugo Solé,24,29792717284,2017-08-28,Viudo,F,Centro,5165025
71649197,Laboral,1998-09-04,Tania,Navas,Baleares,Huesca,León,8194,4D,4738,Avenida Custodia Lorenzo,48,28992110333,2019-05-09,Soltero,M,Barrio 3,4665159
81838730,Otro,1980-02-19,Plácido,Llobet,Las Palmas,Huelva,León,7895,1A,4271,Via de Rita Roman,30,24469485805,2021-08-05,Casado,F,Oeste,5588772
41245142,Personal,1987-10-17,Juanita,Santana,La Coruña,Girona,Girona,5511,,6979,Avenida José Ángel Valderrama,29,28609734632,2019-08-06,Soltero,F,Barrio 3,6931361
97138126,Laboral,1963-02-16,Emma,Mendoza,Ourense,Santa Cruz de Tenerife,Badajoz,8311,3C,9981,C. Ileana Sastre,51,28213319634,2021-12-04,Soltero,F,Barrio 3,7067241
29096441,Otro,1986-04-19,Teresa,Trujillo,Asturias,Álava,Alicante,8544,3C,5492,Glorieta de Renata Ortega,47,23885192648,2019-06-29,Soltero,M,Sur,8259772
66765126,Otro,1987-11-12,Ester,Lara,Valencia,Asturias,Burgos,7611,4D,9656,Acceso Paulino Calderón,41,23501038342,2001-12-29,Divorciado,M,Sur,8297280
38790892,Otro,1997-12-03,Reynaldo,Zorrilla,Vizcaya,Huesca,León,2555,,8034,Rambla Pepito Múñiz,23,26279521887,2008-12-07,Viudo,M,Barrio 2,8105733
24529310,Otro,1991-12-07,Ángeles,Oliver,León,Ávila,Cuenca,1659,,8958,Ronda de María Pilar Guitart,36,27534944004,2000-01-11,Viudo,M,Barrio 3,3417557
25250351,Personal,1962-05-24,Reina,Hurtado,Vizcaya,Teruel,Barcelona,8063,1A,4917,Pasaje de Danilo Giralt,44,23125223957,2018-11-14,Divorciado,F,Oeste,5623404
52573407,Laboral,1991-11-22,Natalia,Cantero,Teruel,Sevilla,Cuenca,6444,3C,7099,Cuesta de Fernando Font,38,27963762417,1997-06-16,Soltero,M,Norte,931253
66683083,Otro,1979-06-28,Heliodoro,Roura,Guadalajara,Álava,Lugo,2386,1A,3671,Alameda Marisela Barriga,64,29630195425,2017-08-17,Casado,F,Centro,2950082
80305409,Otro,1960-11-25,Sabina,Caballero,Granada,Asturias,La Coruña,4896,2B,5931,Pasadizo Mireia Recio,56,24991426852,2006-12-28,Viudo,M,Este,9083687
56407183,Otro,1962-09-13,Ofelia,Tomas,Ceuta,Teruel,Teruel,4155,1A,5779,Avenida de Ricarda Campillo,38,25141966835,2005-09-25,Soltero,M,Este,4616937
55068698,Otro,1972-09-24,René,Conesa,Navarra,Cuenca,La Rioja,5326,,1096,Cañada Isabela Jover,35,20770294088,2009-09-22,Casado,M,Centro,1325542
11596332,Personal,1999-08-02,Vicente,Hervia,Castellón,Zaragoza,Castellón,9257,2B,9012,Paseo Macaria Martí,35,20725237993,2003-04-10,Casado,M,Sur,4138824
21271886,Personal,1970-04-25,Renato,Esteban,Cáceres,Navarra,Girona,1276,3C,3013,Cañada de Amado Ayala,33,21462151145,2016-11-27,Viudo,F,Barrio 3,5109684
55686801,Personal,1991-01-02,Paco,Gimenez,Palencia,Guipúzcoa,La Rioja,2282,3C,1425,Pasaje Leonor Guijarro,38,22306381503,2007-08-21,Soltero,M,Oeste,1350356
14699531,Otro,1961-01-09,Felipe,Pavón,Ciudad,Guipúzcoa,Tarragona,4842,4D,3736,Plaza de Jacinta Planas,55,26605257447,2022-09-01,Viudo,F,Barrio 3,3283688
78429767,Otro,1995-02-08,Segismundo,Simó,Guipúzcoa,Alicante,Salamanca,8541,2B,3898,Paseo de Pili Carnero,42,23012581491,1999-09-24,Casado,F,Norte,8155262
69600132,Personal,1969-05-01,Leonor,Ferrer,Guadalajara,Lugo,Baleares,5697,,7902,Avenida de Benigna Leiva,53,29507917976,2003-02-23,Casado,M,Barrio 1,5738977
46096961,Otro,1970-02-07,Moisés,Cañellas,Madrid,Santa Cruz de Tenerife,Zamora,7908,3C,6096,C. de Roxana Román,36,28174404100,2013-02-28,Divorciado,F,Oeste,9335427
19676727,Personal,1962-02-20,Clara,Iriarte,Sevilla,Córdoba,Salamanca,1950,3C,7649,Avenida de Anacleto Angulo,37,25603632619,2000-02-04,Viudo,F,Oeste,2779909
40136936,Laboral,1975-05-31,Roldán,Mur,Girona,Ávila,Alicante,3840,,8991,Pasaje de Matías Agullo,22,20460903832,1994-09-28,Divorciado,F,Este,7483171
88050656,Personal,1970-09-01,Paz,Grau,Palencia,Toledo,Lleida,3121,4D,1956,Calle de Leonor Avilés,62,28028745649,1996-05-26,Soltero,M,Este,590814
18716676,Otro,1989-10-08,Lucio,Pellicer,Burgos,Zamora,Tarragona,3482,1A,3947,Urbanización Ciríaco Chaparro,54,23374343064,2001-04-05,Soltero,M,Norte,9996790
11689443,Otro,1988-11-11,Roberto,Larrea,Valladolid,Vizcaya,Ávila,1699,3C,5904,Paseo Encarnación Bilbao,58,27680857019,2012-04-24,Casado,M,Barrio 2,1657088
98969452,Personal,1998-01-15,Ignacio,Pizarro,Melilla,Málaga,Ciudad,4774,3C,7457,Acceso de Ciriaco Hervia,35,24136585125,1997-03-21,Viudo,F,Sur,8550545
95551165,Personal,1976-02-21,Felix,Sarabia,Huelva,Asturias,Sevilla,9451,4D,6198,Rambla de Jacinto Cáceres,36,29006900335,2007-11-08,Divorciado,F,Este,8814400
13530539,Otro,1979-09-07,Olegario,Azorin,Tarragona,Badajoz,Huesca,7321,3C,6952,Calle Atilio Cuadrado,52,26300567689,1995-03-16,Divorciado,M,Este,9624984
84402235,Laboral,1995-11-08,Paulino,Romeu,Córdoba,Barcelona,Jaén,1606,4D,1015,Ronda Cleto Cabezas,54,29586672532,2003-10-16,Soltero,M,Barrio 2,973227
12301733,Otro,1973-11-22,Araceli,Miró,Tarragona,Granada,Guipúzcoa,1403,4D,9002,Calle Pastor Salmerón,42,25779105943,2003-01-04,Casado,M,Este,5385684
67967254,Personal,1972-10-14,Mario,Verdugo,Zamora,Huelva,Ciudad,5457,2B,6262,Ronda de Lupe Vall,32,26343021351,1996-03-19,Soltero,F,Sur,8446266
38207046,Laboral,1992-08-20,Maxi,Tamarit,Burgos,Huesca,Cádiz,1841,4D,2252,Avenida de Marcela Peinado,30,27510163231,2007-09-06,Soltero,M,Sur,8831833
41485907,Laboral,1989-04-20,Felicia,Tamarit,Teruel,Madrid,Toledo,1637,2B,5558,Via Julieta Corral,50,27739028555,2012-08-14,Casado,F,Norte,4728126
46780075,Personal,1967-04-03,Cloe,Asensio,Murcia,Valladolid,Asturias,3446,4D,3042,Pasadizo Jacinto Malo,25,25585644119,2006-12-23,Soltero,F,Barrio 3,1289438
15261117,Personal,1979-12-28,Inmaculada,Mosquera,Ávila,Valladolid,Zamora,6708,4D,5418,Alameda de Cruz Ibáñez,43,28133546054,2017-10-19,Casado,F,Este,6862435
46304777,Personal,1980-12-31,Montserrat,Sevilla,Burgos,Segovia,La Coruña,2044,3C,4250,Glorieta de Isaura Arévalo,32,26453255599,2022-05-18,Casado,F,Barrio 3,7554627
61795650,Personal,1967-04-12,Julián,Beltrán,Jaén,Castellón,Burgos,9492,4D,7125,Callejón de Gonzalo Canals,39,26894815064,2018-12-28,Divorciado,M,Este,380128
67036012,Laboral,1963-06-02,Sebastian,Guardia,Ceuta,Badajoz,Barcelona,739,2B,2939,Calle de Gregorio Larrañaga,25,25258192577,1999-07-18,Divorciado,M,Oeste,9144185
88914961,Otro,1967-09-24,Toribio,Francisco,Guipúzcoa,Lugo,Palencia,6248,,2020,Glorieta de Dionisio Azorin,56,26515019478,2019-09-15,Soltero,M,Oeste,234254
40082263,Otro,1983-03-22,Judith,Gutierrez,Valladolid,Castellón,Girona,1178,1A,5647,Pasadizo María Del Carmen Barceló,49,28408097541,1996-02-04,Viudo,M,Este,902622
51280867,Personal,1981-12-13,Eric,Duarte,Pontevedra,Ávila,Barcelona,8483,,8543,Rambla José María Jiménez,63,27611510578,2014-01-22,Soltero,M,Barrio 2,1732692
37930061,Personal,1966-06-30,Eva María,Muñoz,Huelva,Baleares,Melilla,8991,1A,6536,Pasaje Ramiro Priego,65,23928313056,2003-09-05,Soltero,M,Norte,9939784
84381776,Otro,1971-10-06,Abril,Morell,Badajoz,Santa Cruz de Tenerife,Palencia,3383,,3452,Callejón Carlota Ortuño,32,25453814966,2006-08-29,Divorciado,F,Centro,257096
93256835,Otro,1983-07-10,Claudio,Blasco,Madrid,Almería,León,5268,1A,4125,Alameda de Félix Marín,50,20584153804,1994-08-25,Casado,M,Este,9362027
31759117,Otro,1981-12-11,Visitación,Alberdi,Palencia,Burgos,Guipúzcoa,2194,,6779,Cuesta de Manolo Rodrigo,28,20499555826,2018-06-01,Casado,M,Barrio 3,1128006
20062665,Otro,1976-07-04,Desiderio,Cerdán,Soria,Huesca,Palencia,8941,,1991,Alameda Calista Tamarit,31,23473960016,2020-07-26,Casado,M,Norte,162109
35891207,Laboral,2000-12-13,Leyre,Ros,Albacete,Zaragoza,Ourense,9689,1A,3326,Cañada Juan José Torre,32,25716333736,1995-09-03,Casado,F,Barrio 1,6619000
40477019,Personal,1983-11-27,Anunciación,Galan,Guadalajara,Soria,Castellón,505,4D,1266,C. de Fortunata Malo,64,25700364316,1996-11-15,Viudo,M,Barrio 2,1532187
98959471,Laboral,1979-04-11,Rosa María,Sosa,Girona,Ávila,Palencia,8754,,3024,Glorieta Elisa Serrano,62,20687127714,2001-10-16,Viudo,F,Barrio 1,5486504
64194555,Personal,1984-10-05,Omar,Expósito,La Rioja,Almería,Huesca,8491,2B,1609,Vial de Obdulia Solé,24,23760402661,1999-09-01,Soltero,F,Este,2835173
59653499,Otro,1966-03-24,Jerónimo,Martorell,León,Jaén,Ceuta,2095,2B,2738,Glorieta de Etelvina Ribera,41,29677421928,2008-09-22,Viudo,F,Sur,6801270
95370398,Laboral,1993-09-11,Eva María,Mora,Almería,Zaragoza,Salamanca,7699,2B,4402,Alameda de Juan Bautista Galán,34,21793574678,2005-10-30,Divorciado,M,Oeste,9381510
23854947,Laboral,1986-04-03,Wálter,Catalá,Asturias,Albacete,Murcia,5813,1A,3303,Calle de Paca Solano,36,21848309242,2001-01-05,Casado,F,Norte,5249865
48490791,Laboral,1978-12-30,Aarón,Solana,Ceuta,Teruel,Córdoba,5366,4D,2026,Cañada Leoncio Roura,42,28715794164,2004-08-30,Divorciado,M,Sur,9630121
52576196,Personal,1996-12-10,Herberto,Cuenca,Tarragona,Valencia,Pontevedra,2760,4D,5136,Rambla de Cristina Fabregat,49,25319410999,2013-08-30,Divorciado,F,Este,716599
33730826,Laboral,2001-03-28,Rosario,Macias,Ceuta,Asturias,Cáceres,7792,1A,8567,Plaza de Carlota Prats,64,29669973384,2006-10-01,Casado,M,Centro,3207101
31176008,Personal,1980-03-27,Ovidio,Isern,Cádiz,Zamora,Toledo,5371,2B,3969,Alameda de África Saavedra,52,28358472214,2022-03-29,Viudo,F,Barrio 3,5899124
86787534,Personal,1969-04-25,Germán,Almansa,Baleares,Cuenca,Pontevedra,3775,1A,1041,Avenida Marisela Giménez,52,24978311234,2013-12-02,Divorciado,M,Este,5338806
74707194,Laboral,1986-09-05,Georgina,Carpio,Cádiz,Lugo,Albacete,5825,2B,7586,C. Raúl Neira,23,23872753011,2024-03-30,Divorciado,F,Norte,5615273
72441672,Laboral,1976-10-07,Esther,Esteban,Sevilla,La Rioja,Tarragona,5856,,7423,Pasaje Fidela Esparza,62,24939268864,2022-11-26,Divorciado,M,Barrio 3,1170662
86453651,Laboral,1997-12-09,Adriana,Morillo,Girona,Almería,Alicante,3767,,7680,Cuesta Cornelio Gilabert,50,29805019767,1996-12-08,Soltero,M,Barrio 2,3270259
75887973,Personal,1993-07-02,Camila,Catalá,Vizcaya,Santa Cruz de Tenerife,Burgos,6395,2B,3954,Vial Elodia Cánovas,31,22309733656,2009-03-30,Casado,M,Barrio 3,5417578
60380349,Laboral,1966-04-10,Alfredo,Fernandez,Cantabria,Soria,Guipúzcoa,9397,2B,4588,Vial de Nidia Jurado,23,29666285066,2000-05-27,Divorciado,M,Norte,947336
24818011,Personal,1971-05-06,Valentín,Salgado,Guadalajara,León,Ávila,4379,2B,2047,Vial de Tecla Alcalá,61,25453103655,2017-03-26,Soltero,M,Centro,4095816
91150125,Personal,1967-05-01,Alexandra,Colom,Cádiz,Segovia,Cantabria,4995,4D,9144,Urbanización Leonardo Riquelme,58,29240970977,2009-05-27,Casado,M,Norte,3728692
25686785,Laboral,1998-09-26,Concepción,Clavero,Palencia,Zamora,Córdoba,5032,1A,4240,Pasaje de Florencio Madrigal,30,29960548470,1998-03-06,Viudo,M,Barrio 1,7988811
32984015,Otro,1990-11-12,Sebastian,Mesa,Salamanca,Ceuta,Lugo,9770,2B,8812,Callejón de Evangelina Coello,56,22379507960,2017-04-06,Casado,M,Oeste,1247596
49934866,Otro,1990-05-19,Glauco,Torre,Asturias,Ciudad,Las Palmas,6958,2B,9152,Alameda Angelita Ramis,32,28712040588,2017-12-23,Viudo,M,Sur,7037453
17839110,Otro,2001-10-09,Emperatriz,Saavedra,Barcelona,Zaragoza,Baleares,2540,1A,3665,Plaza Martina Noguera,35,27373145168,2023-09-29,Viudo,F,Oeste,5895812
37252509,Laboral,1962-12-09,Zaida,Céspedes,Badajoz,Castellón,Murcia,9690,4D,8434,Vial de María Teresa Sierra,40,23307606582,2011-03-15,Divorciado,F,Barrio 2,4917566
51199071,Laboral,1999-11-22,Cesar,Serrano,Ávila,Madrid,Granada,7363,4D,4788,Pasaje de Adolfo Mariscal,52,26721287586,2003-11-06,Viudo,F,Barrio 3,7471655
31374991,Laboral,1984-05-21,Gisela,Pellicer,Girona,Cantabria,Cuenca,1013,1A,8619,Via Marcial Gras,51,25029391912,2012-05-04,Viudo,F,Oeste,970319
28117796,Otro,1959-09-06,Ignacia,Jordá,Madrid,Ourense,Salamanca,8446,1A,9495,C. de Ariel Mármol,58,26685854427,1998-08-18,Casado,M,Barrio 1,9903290
46263355,Laboral,1986-05-01,Amador,Pombo,Málaga,Alicante,Cáceres,2992,,6381,Calle Mariano Ledesma,37,20316513907,2024-05-22,Casado,F,Barrio 3,6254353
49673777,Otro,1989-11-15,Piedad,Bravo,Vizcaya,Melilla,Murcia,832,4D,8071,Callejón Severo Gracia,48,21970949952,2008-02-07,Viudo,F,Centro,1383078
40811829,Personal,1989-11-03,Sigfrido,Carro,Ourense,Teruel,León,871,3C,2977,Ronda de Vinicio Quirós,53,26759374895,2006-12-20,Soltero,F,Barrio 3,1986899
39588847,Laboral,1973-11-22,Rosario,Aguirre,Barcelona,Girona,Guipúzcoa,5543,,6999,Calle Bernardita Morera,31,27996200998,2000-12-20,Viudo,F,Barrio 2,4138048
26759929,Personal,1986-05-10,César,Alarcón,Burgos,Tarragona,Albacete,7182,,1001,Rambla de Eva María Teruel,26,24744495428,1998-06-09,Soltero,M,Barrio 2,4259180
76605291,Laboral,1970-11-23,Lorenzo,Sebastián,Barcelona,Lugo,Ciudad,849,4D,5302,Via Elvira Heredia,58,28819716442,2002-04-12,Viudo,F,Este,7689063
98668575,Otro,1970-09-27,Isabel,Guillén,Lleida,Córdoba,Valencia,2869,1A,3429,Vial Agustín Malo,44,26499184938,2001-07-15,Divorciado,F,Sur,725525
98076950,Otro,1984-12-23,Silvio,Gutiérrez,Ciudad,Almería,Castellón,6021,4D,8521,Pasaje Benigno Navarrete,61,25618952212,2018-08-09,Divorciado,M,Este,6904405
30753046,Laboral,1959-04-17,Carmina,Trujillo,Zamora,Las Palmas,Zaragoza,423,3C,1348,Urbanización Salomón Gracia,25,24292783329,2005-02-03,Casado,M,Barrio 1,6116364
17251338,Laboral,1985-07-20,Esperanza,Calvet,Teruel,Navarra,Salamanca,7473,4D,6331,C. de Zaira Figueroa,35,23789562587,2022-02-16,Divorciado,F,Este,2369584
82429969,Laboral,1978-09-08,Casandra,Sanchez,Murcia,Salamanca,Álava,9053,1A,7206,Paseo de Tomasa Aroca,50,27047482955,2013-05-28,Casado,M,Centro,4336674
42090300,Otro,1974-01-26,Renata,Serrano,Córdoba,Baleares,Málaga,7244,4D,7227,Acceso de Ezequiel Bermúdez,56,27356385328,2020-06-07,Viudo,M,Oeste,4334554
36235523,Otro,1981-09-29,Paloma,Pera,Toledo,Cuenca,Cáceres,2120,,7118,Ronda Luciana Terrón,57,24684446391,1996-01-04,Viudo,M,Centro,8959757
40139587,Laboral,1984-04-22,Candelas,Madrid,Castellón,Madrid,Las Palmas,8863,,3633,Camino Aarón Fiol,23,23489842954,2003-11-29,Soltero,F,Norte,1966381
43597797,Personal,1968-05-06,Narcisa,Blanca,Barcelona,Guadalajara,Salamanca,8059,,8636,Calle Herberto Flor,63,27075383479,2015-02-07,Soltero,M,Oeste,1843741
41549836,Laboral,1965-09-26,Olivia,Sotelo,Almería,Badajoz,Ourense,2748,,8907,Pasadizo de Evelia Morera,34,28390156918,2023-08-13,Viudo,F,Centro,2755749
99324277,Personal,1994-05-06,Sancho,Ibáñez,Guipúzcoa,Álava,Ceuta,1353,4D,5096,Cuesta de Azeneth Elorza,64,21677277346,2008-08-17,Viudo,F,Este,8484743
56587961,Laboral,1994-08-06,Jenaro,Boix,Madrid,Guipúzcoa,Barcelona,6413,2B,4122,C. de María José Marquez,31,25432816844,2012-10-11,Soltero,M,Barrio 1,8276835
25656530,Laboral,1972-05-01,Julio,Guardia,Soria,Ourense,Ávila,6711,3C,2298,Calle de Estela Benavides,56,26506217178,2006-01-27,Viudo,M,Barrio 2,4079612
88528396,Laboral,1995-07-01,Óscar,Manso,Las Palmas,Valencia,Las Palmas,8698,3C,7334,Pasadizo Eliseo Villalonga,48,29754367109,2022-01-11,Casado,F,Sur,6714605
96516500,Otro,1991-12-11,Inés,Baños,Baleares,Madrid,Albacete,8514,2B,2688,Rambla de Joaquina Armengol,30,25278578737,2006-01-22,Viudo,M,Barrio 2,2543599
60284297,Personal,1964-04-14,Sarita,Espinosa,Málaga,Huesca,Ourense,224,1A,7901,Vial de Jacobo Hidalgo,43,21187811971,2022-04-03,Casado,M,Este,5650893
62798741,Otro,1982-08-21,Vicente,Uría,Navarra,Granada,Granada,6742,3C,8979,Cañada Flavio Jove,27,28303468897,2000-05-25,Casado,M,Este,6011899
38194814,Otro,1962-04-26,Graciano,Puerta,Navarra,Girona,Sevilla,6325,1A,6188,C. Narciso Agustí,43,21129714251,2023-11-22,Divorciado,M,Norte,6614883
